filename,width,height,class,xmin,ymin,xmax,ymax
ManilaBay_02f84f772_jpg.rf.c957d404a1d50493ed592a9452e4ead5.jpg,640,640,plastic_waste,254,345,612,641
ManilaBay_032431e_jpg.rf.381f54dfb0cee939d9ab7890b206816e.jpg,640,640,plastic_waste,107,173,457,505
ManilaBay_032431e_jpg.rf.611efbf82e128e2f566fd2b561669d38.jpg,640,640,plastic_waste,107,173,457,505
ManilaBay_032431e_jpg.rf.722cfb9ca0f6abb72bec3a4ae80ab5a9.jpg,640,640,plastic_waste,137,107,469,457
ManilaBay_0327da0_jpg.rf.25fe9b75c2c45444bbc787b2844c24a6.jpg,640,640,plastic_waste,61,168,488,446
ManilaBay_0327da0_jpg.rf.2bf9090c08d4ad111ba85b91318a927d.jpg,640,640,plastic_waste,196,61,474,488
ManilaBay_0327da0_jpg.rf.d3fbb0a10457b36a30dced45f7d13ef1.jpg,640,640,plastic_waste,196,61,474,488
ManilaBay_038355_jpg.rf.3a12d17d0ee2465fdff29b30c5681733.jpg,640,640,plastic_waste,1,424,166,592
ManilaBay_038355_jpg.rf.3a12d17d0ee2465fdff29b30c5681733.jpg,640,640,rubber_waste,1,44,601,452
ManilaBay_038355_jpg.rf.87407eb9ce4036772778ccde0c8e3dae.jpg,640,640,plastic_waste,476,50,641,218
ManilaBay_038355_jpg.rf.87407eb9ce4036772778ccde0c8e3dae.jpg,640,640,rubber_waste,40,190,641,598
ManilaBay_038355_jpg.rf.da642300581303c0ada9878147a65e12.jpg,640,640,plastic_waste,476,50,641,218
ManilaBay_038355_jpg.rf.da642300581303c0ada9878147a65e12.jpg,640,640,rubber_waste,40,190,641,598
ManilaBay_03896f_jpg.rf.054ea55c377d317545aa067a88d763ab.jpg,640,640,plastic_waste,196,291,425,393
ManilaBay_03896f_jpg.rf.16844fdae2d5da230736c27cfc6bea12.jpg,640,640,plastic_waste,196,291,425,393
ManilaBay_03896f_jpg.rf.f26d3d47f33e83876c03e7b8716cd390.jpg,640,640,plastic_waste,291,196,393,425
ManilaBay_03a33c_jpg.rf.4fd52700336f79d1ee616e6af68ca9cd.jpg,640,640,plastic_waste,11,41,563,341
ManilaBay_03a33c_jpg.rf.89697910cee275901edb00dff3aee916.jpg,640,640,plastic_waste,11,41,563,341
ManilaBay_03a33c_jpg.rf.c8226a90c5f76d5fc2047e543db296f7.jpg,640,640,plastic_waste,79,41,631,341
ManilaBay_03a4946_jpg.rf.53fad5c242b5569e1115a854532ba932.jpg,640,640,plastic_waste,193,95,470,351
ManilaBay_03a4946_jpg.rf.b17ab96e59004772fd11bc26617e1024.jpg,640,640,plastic_waste,192,95,470,351
ManilaBay_03a4946_jpg.rf.ec2eea0d64a51ef57a9bd127544635ea.jpg,640,640,plastic_waste,193,95,470,351
ManilaBay_03a91a1428_jpg.rf.36c23c2b5bf5bcf5a32b32e0a4e7c990.jpg,640,640,plastic_waste,192,175,420,344
ManilaBay_03a91a1428_jpg.rf.61d73b1fdf3997c7ca2fab79006a36e8.jpg,640,640,plastic_waste,192,299,420,468
ManilaBay_03a91a1428_jpg.rf.c599d1ab3502cd4c7f6bc9418f7e7e38.jpg,640,640,plastic_waste,299,222,468,450
ManilaBay_03ad099_jpg.rf.75c701bcc68559ebf83bc17232f35b80.jpg,640,640,plastic_waste,337,80,426,225
ManilaBay_03ad099_jpg.rf.75c701bcc68559ebf83bc17232f35b80.jpg,640,640,plastic_waste,307,248,409,426
ManilaBay_03ad099_jpg.rf.75c701bcc68559ebf83bc17232f35b80.jpg,640,640,plastic_waste,303,79,345,149
ManilaBay_03ad099_jpg.rf.aa88b87bc5d5fad2af0ddc162cd12b47.jpg,640,640,plastic_waste,417,216,562,305
ManilaBay_03ad099_jpg.rf.aa88b87bc5d5fad2af0ddc162cd12b47.jpg,640,640,plastic_waste,216,234,394,336
ManilaBay_03ad099_jpg.rf.aa88b87bc5d5fad2af0ddc162cd12b47.jpg,640,640,plastic_waste,493,297,563,339
ManilaBay_03ad099_jpg.rf.adf4ac7d0b184c9492cc85b5847373e3.jpg,640,640,plastic_waste,216,417,305,562
ManilaBay_03ad099_jpg.rf.adf4ac7d0b184c9492cc85b5847373e3.jpg,640,640,plastic_waste,234,216,335,394
ManilaBay_03ad099_jpg.rf.adf4ac7d0b184c9492cc85b5847373e3.jpg,640,640,plastic_waste,297,493,339,563
ManilaBay_03b73097bd_jpg.rf.6c98e918f8ad47129846225c4de42346.jpg,640,640,plastic_waste,241,11,546,414
ManilaBay_03b73097bd_jpg.rf.b727ae0ad77960a1f9ce24e33e86610b.jpg,640,640,plastic_waste,229,96,632,401
ManilaBay_03b73097bd_jpg.rf.ce97f6beb3a27b07dc1521f24a811e2f.jpg,640,640,plastic_waste,241,229,546,632
ManilaBay_04042e_jpg.rf.2a318546ad98fb50fbcc53bed52973f9.jpg,640,640,wood_waste,1,1,638,604
ManilaBay_04042e_jpg.rf.7c5f2a85ee7dbc929227c8ebf7720178.jpg,640,640,wood_waste,38,4,641,641
ManilaBay_04042e_jpg.rf.efb5f5adbe65670375c8a5282c2c3063.jpg,640,640,wood_waste,1,4,604,641
ManilaBay_042e640b4e_jpg.rf.5c2ec46b1454236144972100cb08ecba.jpg,640,640,glass_waste,293,205,631,634
ManilaBay_042e640b4e_jpg.rf.62a4f60bd6453f97e07432557bfcab43.jpg,640,640,glass_waste,205,12,634,349
ManilaBay_042e640b4e_jpg.rf.a641ffc3f1448475f55d385d697f3108.jpg,640,640,glass_waste,9,294,438,631
ManilaBay_0456d53_jpg.rf.71c7461a08441d3180ead9747ab6f6ea.jpg,640,640,plastic_waste,241,176,446,620
ManilaBay_0456d53_jpg.rf.c1552dd962bb90f8cb8c4137e0566f20.jpg,640,640,plastic_waste,197,176,402,620
ManilaBay_0456d53_jpg.rf.d055bb42ad6ee496a0b3a484400770ab.jpg,640,640,plastic_waste,176,197,620,402
ManilaBay_045a9fa66_jpg.rf.6c6a6a85971a4d63cf620b83e8cfcf70.jpg,640,640,plastic_waste,16,15,492,357
ManilaBay_045a9fa66_jpg.rf.6c6a6a85971a4d63cf620b83e8cfcf70.jpg,640,640,plastic_waste,427,445,500,525
ManilaBay_045a9fa66_jpg.rf.79e3a7a6f6c19a680dfa7a31df9b68ca.jpg,640,640,plastic_waste,150,285,626,627
ManilaBay_045a9fa66_jpg.rf.79e3a7a6f6c19a680dfa7a31df9b68ca.jpg,640,640,plastic_waste,143,117,216,197
ManilaBay_045a9fa66_jpg.rf.c53feabb99146139f1c4d6a5fd761f2d.jpg,640,640,plastic_waste,150,15,626,357
ManilaBay_045a9fa66_jpg.rf.c53feabb99146139f1c4d6a5fd761f2d.jpg,640,640,plastic_waste,143,445,216,525
ManilaBay_04835ab_jpg.rf.5d393b1a61efec71344abfe929a74cef.jpg,640,640,plastic_waste,430,126,494,162
ManilaBay_04835ab_jpg.rf.5d393b1a61efec71344abfe929a74cef.jpg,640,640,plastic_waste,64,408,491,516
ManilaBay_04835ab_jpg.rf.7644823676d71734bb9148c0bc9438f4.jpg,640,640,plastic_waste,430,481,494,517
ManilaBay_04835ab_jpg.rf.7644823676d71734bb9148c0bc9438f4.jpg,640,640,plastic_waste,64,126,491,234
ManilaBay_04835ab_jpg.rf.e333b326f820bf6a4e6e96b7f39133ab.jpg,640,640,plastic_waste,430,126,494,162
ManilaBay_04835ab_jpg.rf.e333b326f820bf6a4e6e96b7f39133ab.jpg,640,640,plastic_waste,64,408,491,516
ManilaBay_04aa6c9_jpg.rf.36d17aba28870562c8e1f792d96733ed.jpg,640,640,plastic_waste,103,166,402,393
ManilaBay_04aa6c9_jpg.rf.b0c2c20c9cd580549db97b702a98e4db.jpg,640,640,plastic_waste,103,250,402,477
ManilaBay_04aa6c9_jpg.rf.c99062777e62a12921586d167c7cc148.jpg,640,640,plastic_waste,241,166,540,393
ManilaBay_04d24c9_jpg.rf.28b2a3ece9c568999b9c7804df2d1860.jpg,640,640,plastic_waste,267,170,406,412
ManilaBay_04d24c9_jpg.rf.507c348fd7ecc0adb78fc555c4e3d9ab.jpg,640,640,plastic_waste,267,230,406,472
ManilaBay_04d24c9_jpg.rf.c40a644cf39940e848fad4013d86e409.jpg,640,640,plastic_waste,170,236,412,375
ManilaBay_051cd44_jpg.rf.3744ceb30cf4ce48f58403f9f16dec6e.jpg,640,640,plastic_waste,405,457,505,564
ManilaBay_051cd44_jpg.rf.3744ceb30cf4ce48f58403f9f16dec6e.jpg,640,640,plastic_waste,88,296,234,565
ManilaBay_051cd44_jpg.rf.3744ceb30cf4ce48f58403f9f16dec6e.jpg,640,640,plastic_waste,44,53,143,308
ManilaBay_051cd44_jpg.rf.3744ceb30cf4ce48f58403f9f16dec6e.jpg,640,640,plastic_waste,134,185,192,271
ManilaBay_051cd44_jpg.rf.3dfd044eaf54aaa67eff23553984a066.jpg,640,640,plastic_waste,457,405,564,505
ManilaBay_051cd44_jpg.rf.3dfd044eaf54aaa67eff23553984a066.jpg,640,640,plastic_waste,296,88,565,234
ManilaBay_051cd44_jpg.rf.3dfd044eaf54aaa67eff23553984a066.jpg,640,640,plastic_waste,53,44,308,143
ManilaBay_051cd44_jpg.rf.3dfd044eaf54aaa67eff23553984a066.jpg,640,640,plastic_waste,185,134,271,192
ManilaBay_051cd44_jpg.rf.4e44bf04fc33df544aad6f2b8b432f3d.jpg,640,640,plastic_waste,405,457,505,564
ManilaBay_051cd44_jpg.rf.4e44bf04fc33df544aad6f2b8b432f3d.jpg,640,640,plastic_waste,88,296,234,565
ManilaBay_051cd44_jpg.rf.4e44bf04fc33df544aad6f2b8b432f3d.jpg,640,640,plastic_waste,44,53,143,308
ManilaBay_051cd44_jpg.rf.4e44bf04fc33df544aad6f2b8b432f3d.jpg,640,640,plastic_waste,133,185,192,271
ManilaBay_0545a1_jpg.rf.78890968862824fba10f3fe955148910.jpg,640,640,rubber_waste,31,29,407,613
ManilaBay_0545a1_jpg.rf.deb165d63fee9c160847cd65a0e9ce53.jpg,640,640,rubber_waste,29,235,613,611
ManilaBay_0545a1_jpg.rf.e05b25d608e346052d53ec52b51aa010.jpg,640,640,rubber_waste,29,235,613,611
ManilaBay_0550dec30_jpg.rf.0a1b70e72804ec717f1a7e732208c592.jpg,640,640,plastic_waste,218,93,549,481
ManilaBay_0550dec30_jpg.rf.75b60164716d0b41d9a18f7e2eb1d4dd.jpg,640,640,plastic_waste,218,161,549,549
ManilaBay_0550dec30_jpg.rf.f91c08f5e2136e187bedbff81ec4040c.jpg,640,640,plastic_waste,93,161,424,549
ManilaBay_05663a3_jpg.rf.1a163435f65249dc44620c041bc01beb.jpg,640,640,plastic_waste,183,253,272,354
ManilaBay_05663a3_jpg.rf.1a163435f65249dc44620c041bc01beb.jpg,640,640,plastic_waste,339,433,495,556
ManilaBay_05663a3_jpg.rf.83f7ac9d81e712c2da41891f99980ae5.jpg,640,640,plastic_waste,183,253,272,354
ManilaBay_05663a3_jpg.rf.83f7ac9d81e712c2da41891f99980ae5.jpg,640,640,plastic_waste,339,433,495,556
ManilaBay_05663a3_jpg.rf.d6cfa27037233bb1a3d5c361779c2547.jpg,640,640,plastic_waste,371,288,460,389
ManilaBay_05663a3_jpg.rf.d6cfa27037233bb1a3d5c361779c2547.jpg,640,640,plastic_waste,147,86,303,210
ManilaBay_058d8311ff_jpg.rf.474b5c872907a45caba02cb03d7e03b5.jpg,640,640,rubber_waste,12,223,629,485
ManilaBay_058d8311ff_jpg.rf.5e9801b83380e99adfa1a9c0d81311b1.jpg,640,640,rubber_waste,14,157,631,419
ManilaBay_058d8311ff_jpg.rf.c7f487fa5e4a614cc86537d6bcc46666.jpg,640,640,rubber_waste,14,157,631,419
ManilaBay_05a9fee_jpg.rf.990fee18754fecd0392e533411d22a4a.jpg,640,640,metal_waste,156,145,336,297
ManilaBay_05a9fee_jpg.rf.c0a84f23646a827fc3a37ba6d1c5c501.jpg,640,640,metal_waste,156,345,336,497
ManilaBay_05a9fee_jpg.rf.d21aae9632892144c33a20b5f6c9e827.jpg,640,640,metal_waste,145,156,297,336
ManilaBay_05c2b43_jpg.rf.07c3beedcb9bc255ae8a6e7fa2dbd285.jpg,640,640,plastic_waste,191,296,391,414
ManilaBay_05c2b43_jpg.rf.65d8fdd204a8219fc7d50da4f2d08343.jpg,640,640,plastic_waste,228,251,346,451
ManilaBay_05c2b43_jpg.rf.93b85aede4ca30f9181535a31844ec6e.jpg,640,640,plastic_waste,191,296,391,414
ManilaBay_05de2f9277_jpg.rf.5e551188b961a0722fe0205d2c5de31a.jpg,640,640,plastic_waste,487,217,562,356
ManilaBay_05de2f9277_jpg.rf.5e551188b961a0722fe0205d2c5de31a.jpg,640,640,plastic_waste,121,397,245,498
ManilaBay_05de2f9277_jpg.rf.5e551188b961a0722fe0205d2c5de31a.jpg,640,640,plastic_waste,84,113,111,147
ManilaBay_05de2f9277_jpg.rf.b3c100031971d3853a4fc2211bd7cbfe.jpg,640,640,plastic_waste,217,81,356,156
ManilaBay_05de2f9277_jpg.rf.b3c100031971d3853a4fc2211bd7cbfe.jpg,640,640,plastic_waste,397,397,498,521
ManilaBay_05de2f9277_jpg.rf.b3c100031971d3853a4fc2211bd7cbfe.jpg,640,640,plastic_waste,113,532,147,559
ManilaBay_05de2f9277_jpg.rf.e225e6113c6503ad45bef1eecb6a4e3d.jpg,640,640,plastic_waste,217,80,356,156
ManilaBay_05de2f9277_jpg.rf.e225e6113c6503ad45bef1eecb6a4e3d.jpg,640,640,plastic_waste,397,397,498,521
ManilaBay_05de2f9277_jpg.rf.e225e6113c6503ad45bef1eecb6a4e3d.jpg,640,640,plastic_waste,113,531,147,559
ManilaBay_05f4e4809a_jpg.rf.1f98877af2115e500a8a4d1626c76398.jpg,640,640,plastic_waste,194,113,479,466
ManilaBay_05f4e4809a_jpg.rf.5f25282dbeb846d08616a9874fefbcd5.jpg,640,640,plastic_waste,113,194,466,479
ManilaBay_05f4e4809a_jpg.rf.c961899f04cebcf3bca02fd22927a792.jpg,640,640,plastic_waste,113,163,466,448
ManilaBay_060243_jpg.rf.5a3f3159b7353b9fe521842e68962d75.jpg,640,640,textile_waste,17,151,533,463
ManilaBay_060243_jpg.rf.7488db5ef2658390c643d683631fd943.jpg,640,640,textile_waste,151,110,463,626
ManilaBay_060243_jpg.rf.84b0a6846ea76a2f504eadd05592d265.jpg,640,640,textile_waste,151,110,463,626
ManilaBay_064e89083c_jpg.rf.4a067593ea638c2400f4f1e57972d99d.jpg,640,640,plastic_waste,383,110,445,253
ManilaBay_064e89083c_jpg.rf.4a067593ea638c2400f4f1e57972d99d.jpg,640,640,plastic_waste,208,20,316,110
ManilaBay_064e89083c_jpg.rf.4a067593ea638c2400f4f1e57972d99d.jpg,640,640,plastic_waste,221,394,348,589
ManilaBay_064e89083c_jpg.rf.563639e4026da69e2acecb6576843cd3.jpg,640,640,plastic_waste,390,197,533,259
ManilaBay_064e89083c_jpg.rf.563639e4026da69e2acecb6576843cd3.jpg,640,640,plastic_waste,532,327,622,435
ManilaBay_064e89083c_jpg.rf.563639e4026da69e2acecb6576843cd3.jpg,640,640,plastic_waste,53,295,248,421
ManilaBay_064e89083c_jpg.rf.9cb672cd1cf9a94a9db72aa2b7ba53a1.jpg,640,640,plastic_waste,110,383,253,445
ManilaBay_064e89083c_jpg.rf.9cb672cd1cf9a94a9db72aa2b7ba53a1.jpg,640,640,plastic_waste,20,208,110,316
ManilaBay_064e89083c_jpg.rf.9cb672cd1cf9a94a9db72aa2b7ba53a1.jpg,640,640,plastic_waste,394,221,589,348
ManilaBay_0660d217af_jpg.rf.51d709ca7a6b6a7dcdf8e784dc5cb0b3.jpg,640,640,plastic_waste,173,208,437,469
ManilaBay_0660d217af_jpg.rf.9ba979d8ab669aef38337caba7f168a6.jpg,640,640,plastic_waste,205,174,469,435
ManilaBay_0660d217af_jpg.rf.a608623f12852eb3b8bea00b50d06ad3.jpg,640,640,plastic_waste,208,173,469,437
ManilaBay_066a5bf6be_jpg.rf.49c9672ee6a8c04b07f2378dc0ee90df.jpg,640,640,plastic_waste,206,57,592,501
ManilaBay_066a5bf6be_jpg.rf.4edb55046f9157d8afda2946b5b8a0ce.jpg,640,640,plastic_waste,141,50,585,437
